t , It
0.0627 , -0.000633380015393832
0.06280000000000001 , -0.000873348402969895
0.0629 , -0.00110814366898815
0.063 , -0.00133736350314624
0.0631 , -0.00156062259719684
0.0632 , -0.00177755318440826
0.06330000000000001 , -0.00198780553583499
0.0634 , -0.00219104841300494
0.0635 , -0.00238696947672481
0.0636 , -0.00257527565179752
0.0637 , -0.00275569344753836
0.06380000000000001 , -0.00292796923406745
0.0639 , -0.00309186947444575
0.064 , -0.00324718091281108
0.0641 , -0.00339371071875669
0.06420000000000001 , -0.00353128658828075
0.06430000000000001 , -0.00365975680171832
0.0644 , -0.00377899023914826
0.0645 , -0.00388887635384762
0.0646 , -0.00398932510444156
0.06470000000000001 , -0.00408026684647298
0.0648 , -0.00416165218418647
0.0649 , -0.00423345178339161
0.065 , -0.00429565614633652
0.0651 , -0.00434827534958678
0.06520000000000001 , -0.00439133874596552
0.0653 , -0.00442489463166816
0.0654 , -0.00444900987972030
0.0655 , -0.00446376954099870
0.0656 , -0.00446927641408383
0.06570000000000001 , -0.00446565058525739
0.0658 , -0.00445302894000045
0.0659 , -0.00443156464738593
0.066 , -0.00440142661879456
0.0661 , -0.00436279894241524
0.06620000000000001 , -0.00431588029501879
0.0663 , -0.00426088333251928
0.0664 , -0.00419803406085854
0.0665 , -0.00412757118876739
0.0666 , -0.00404974546397211
0.06670000000000001 , -0.00396481899442567
0.0668 , -0.00387306455615124
0.0669 , -0.00377476488929028
0.067 , -0.00367021198394876
0.0671 , -0.00355970635743279
0.06720000000000001 , -0.00344355632446037
0.0673 , -0.00332207726192722
0.0674 , -0.00319559086979362
0.0675 , -0.00306442442964468
0.06760000000000001 , -0.00292891006245903
0.06770000000000001 , -0.00278938398710116
0.0678 , -0.00264618578102910
0.0679 , -0.00249965764468398
0.068 , -0.00235014367099965
0.06810000000000001 , -0.00219798912143947
0.0682 , -0.00204353970993451
0.0683 , -0.00188714089606177
0.0684 , -0.00172913718876353
0.0685 , -0.00156987146186866
0.06860000000000001 , -0.00140968428263542
0.0687 , -0.00124891325449134
0.0688 , -0.00108789237510032
0.0689 , -0.000926951410840360
0.069 , -0.000766415288725967
0.06910000000000001 , -0.000606603506760225
0.0692 , -0.000447829563649340
0.0693 , -0.000290400408760624
0.0694 , -0.000134615913151147
0.0695 , 0.0000192316375602630
0.06960000000000001 , 0.000170858027760064
0.0697 , 0.000319987573184215
0.0698 , 0.000466353558434527
0.0699 , 0.000609698650118500
0.07 , 0.000749775285121570
0.07010000000000001 , 0.000886346033577893
0.0702 , 0.00101918393616291
0.0703 , 0.00114807281538905
0.0704 , 0.00127280756064198
0.07050000000000001 , 0.00139319438675313
0.07060000000000001 , 0.00150905106595946
0.0707 , 0.00162020713315813
0.0708 , 0.00172650406441936
0.0709 , 0.00182779542877448
0.07100000000000001 , 0.00192394701335139
0.0711 , 0.00201483692198151
0.0712 , 0.00210035564745496
0.0713 , 0.00218040611765121
0.0714 , 0.00225490371582239
0.07150000000000001 , 0.00232377627535483
0.0716 , 0.00238696404938125
0.0717 , 0.00244441965566221
0.0718 , 0.00249610799719885
0.0719 , 0.00254200615908245
0.07200000000000001 , 0.00258210328212644
0.0721 , 0.00261640041386648
0.0722 , 0.00264491033755141
0.0723 , 0.00266765737978358
0.0724 , 0.00268467719750129
0.07250000000000001 , 0.00269601654502794
0.0726 , 0.00270173302194232
0.0727 , 0.00270189480255321
0.0728 , 0.00269658034778701
0.0729 , 0.00268587810032180
0.07300000000000001 , 0.00266988616382293
0.0731 , 0.00264871196715561
0.0732 , 0.00262247191446778
0.0733 , 0.00259129102205278
0.0734 , 0.00255530254291481
0.07350000000000001 , 0.00251464757997240
0.0736 , 0.00246947468884459
0.0737 , 0.00241993947117237
0.0738 , 0.00236620415943356
0.07390000000000001 , 0.00230843719421281
0.07400000000000001 , 0.00224681279489040
0.0741 , 0.00218151052471271
0.0742 , 0.00211271485120534
0.0743 , 0.00204061470288568
0.07440000000000001 , 0.00196540302322502
0.0745 , 0.00188727632280348
0.0746 , 0.00180643423059017
0.0747 , 0.00172307904527056
0.0748 , 0.00163741528752892
0.07490000000000001 , 0.00154964925417971
0.075 , 0.00145998857502482
0.0751 , 0.00136864177329580
0.0752 , 0.00127581783052090
0.0753 , 0.00118172575663547
0.07540000000000001 , 0.00108657416613251
0.0755 , 0.000990570861026351
0.0756 , 0.000893922421377543
0.0757 , 0.000796833804101725
0.0758 , 0.000699507950757138
0.07590000000000001 , 0.000602145404978640
0.076 , 0.000504943940196090
0.0761 , 0.000408098198245599
0.0762 , 0.000311799339451261
0.0763 , 0.000216234704723605
0.07640000000000001 , 0.000121587490188878
0.0765 , 0.0000280364348306315
0.0766 , -0.0000642444784081498
0.0767 , -0.000155086307647737
0.07680000000000001 , -0.000244325422838527
0.07690000000000001 , -0.000331803761925740
0.077 , -0.000417369072100082
0.0771 , -0.000500875135857145
0.0772 , -0.000582181981623042
0.07730000000000001 , -0.000661156078738464
0.07740000000000001 , -0.000737670516627995
0.0775 , -0.000811605168016011
0.0776 , -0.000882846836084777
0.0777 , -0.000951289385504381
0.07780000000000001 , -0.00101683385729780
0.0779 , -0.00107938856753766
0.078 , -0.00113886918990410
0.0781 , -0.00119519882216536
0.0782 , -0.00124830803667448
0.07830000000000001 , -0.00129813491500648
0.0784 , -0.00134462506689087
0.0785 , -0.00138773163362382
0.0786 , -0.00142741527617326
0.0787 , -0.00146364414821815
0.07880000000000001 , -0.00149639385439010
0.0789 , -0.00152564739401211
0.079 , -0.00155139509065379
0.0791 , -0.00157363450784718
0.0792 , -0.00159237035133023
0.07930000000000001 , -0.00160761435820695
0.0794 , -0.00161938517343441
0.0795 , -0.00162770821406674
0.0796 , -0.00163261552170455
0.07970000000000001 , -0.00163414560361622
0.07980000000000001 , -0.00163234326301354
0.0799 , -0.00162725941897933
0.08 , -0.00161895091655881
0.0801 , -0.00160748032753877
0.08020000000000001 , -0.00159291574245044
0.08030000000000001 , -0.00157533055434177
0.0804 , -0.00155480323487407
0.0805 , -0.00153141710330544
0.0806 , -0.00150526008892985
0.08070000000000001 , -0.00147642448754617
0.08080000000000001 , -0.00144500671253503
0.0809 , -0.00141110704112436
0.081 , -0.00137482935642597
0.0811 , -0.00133628088582571
0.08120000000000001 , -0.00129557193630899
0.0813 , -0.00125281562730131
